race,budget,homecharge,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice9,choice10,person,resp_index,treatment,survey_index,evprice_1,icevprice_1,evrange_1,icevrange_1,evopcost_1,icevopcost_1,evchargavail_1,evprice_2,icevprice_2,evrange_2,icevrange_2,evopcost_2,icevopcost_2,evchargavail_2,evprice_3,icevprice_3,evrange_3,icevrange_3,evopcost_3,icevopcost_3,evchargavail_3,evprice_4,icevprice_4,evrange_4,icevrange_4,evopcost_4,icevopcost_4,evchargavail_4,evprice_5,icevprice_5,evrange_5,icevrange_5,evopcost_5,icevopcost_5,evchargavail_5,evprice_6,icevprice_6,evrange_6,icevrange_6,evopcost_6,icevopcost_6,evchargavail_6,evprice_7,icevprice_7,evrange_7,icevrange_7,evopcost_7,icevopcost_7,evchargavail_7,evprice_8,icevprice_8,evrange_8,icevrange_8,evopcost_8,icevopcost_8,evchargavail_8,evprice_9,icevprice_9,evrange_9,icevrange_9,evopcost_9,icevopcost_9,evchargavail_9,evprice_10,icevprice_10,evrange_10,icevrange_10,evopcost_10,icevopcost_10,evchargavail_10,reliab_1,reliab_2,reliab_3,reliab_4,reliab_5,ev_av,icev_av
White,15000.0,0,1,1,1,1,2,2,1,2,2,1,4k_AFcoRAY-d5LxviZLiNw**,102.0,0.0,34.0,12000.0,15000.0,300.0,400.0,7.5,15.0,100.0,12000.0,13500.0,300.0,200.0,5.0,10.0,25.0,12000.0,15000.0,400.0,300.0,10.0,5.0,50.0,13500.0,15000.0,300.0,200.0,12.5,10.0,10.0,12000.0,13500.0,200.0,300.0,10.0,7.5,10.0,12000.0,10500.0,200.0,300.0,15.0,5.0,10.0,12000.0,10500.0,400.0,200.0,7.5,12.5,75.0,10500.0,12000.0,300.0,200.0,12.5,10.0,25.0,10500.0,12000.0,200.0,200.0,10.0,10.0,75.0,12000.0,13500.0,300.0,300.0,5.0,15.0,25.0,73.0,4.0,4.0,3.0,4.0,1,1
White,30000.0,1,2,2,2,2,2,2,2,2,2,2,4k_AFcoRAY8pFioKv9IpDA**,90.0,0.0,30.0,21000.0,24000.0,200.0,200.0,10.0,12.5,25.0,24000.0,30000.0,300.0,300.0,15.0,15.0,100.0,24000.0,24000.0,300.0,300.0,15.0,12.5,75.0,30000.0,27000.0,200.0,200.0,7.5,7.5,75.0,24000.0,24000.0,200.0,200.0,12.5,12.5,50.0,30000.0,21000.0,300.0,400.0,10.0,7.5,100.0,24000.0,21000.0,200.0,300.0,10.0,7.5,10.0,24000.0,30000.0,200.0,400.0,12.5,5.0,25.0,21000.0,24000.0,400.0,400.0,10.0,15.0,10.0,27000.0,21000.0,300.0,200.0,5.0,7.5,10.0,0.0,1.0,1.0,1.0,1.0,1,1
White,50000.0,0,1,1,1,1,1,1,1,1,1,1,4k_AFcoRAY_SYYdBrb-U_w**,116.0,2.0,38.0,50000.0,45000.0,300.0,300.0,15.0,12.5,25.0,45000.0,50000.0,400.0,400.0,15.0,7.5,25.0,50000.0,40000.0,200.0,200.0,15.0,7.5,75.0,35000.0,50000.0,300.0,200.0,12.5,12.5,10.0,40000.0,45000.0,400.0,300.0,12.5,12.5,25.0,35000.0,35000.0,300.0,400.0,7.5,12.5,10.0,35000.0,50000.0,300.0,300.0,12.5,12.5,100.0,50000.0,40000.0,400.0,300.0,7.5,5.0,100.0,40000.0,45000.0,200.0,400.0,15.0,10.0,25.0,50000.0,50000.0,300.0,200.0,12.5,12.5,25.0,95.0,6.0,6.0,6.0,6.0,1,1
White,35000.0,1,2,2,2,2,2,2,2,2,2,2,4k_AFcoRAY9u40l634HoWg**,118.0,1.0,39.0,31500.0,35000.0,400.0,200.0,7.5,12.5,10.0,31500.0,35000.0,200.0,400.0,5.0,7.5,100.0,28000.0,28000.0,200.0,300.0,10.0,12.5,25.0,24500.0,28000.0,200.0,300.0,15.0,15.0,50.0,28000.0,24500.0,200.0,400.0,12.5,10.0,10.0,31500.0,35000.0,200.0,300.0,5.0,7.5,75.0,24500.0,24500.0,200.0,400.0,7.5,12.5,100.0,31500.0,31500.0,300.0,200.0,7.5,5.0,75.0,24500.0,24500.0,200.0,200.0,7.5,5.0,75.0,31500.0,28000.0,300.0,200.0,5.0,5.0,10.0,29.0,2.0,2.0,3.0,3.0,1,1
White,30000.0,1,2,2,2,2,2,2,2,2,2,2,4k_AFcoRAY-ZJQpG7cKpGg**,93.0,0.0,31.0,27000.0,30000.0,200.0,200.0,5.0,5.0,50.0,24000.0,24000.0,400.0,300.0,10.0,5.0,50.0,30000.0,24000.0,300.0,300.0,7.5,12.5,25.0,27000.0,27000.0,200.0,300.0,12.5,5.0,50.0,24000.0,24000.0,200.0,400.0,15.0,15.0,10.0,21000.0,27000.0,300.0,400.0,12.5,12.5,100.0,30000.0,27000.0,300.0,300.0,10.0,15.0,100.0,30000.0,21000.0,300.0,200.0,5.0,10.0,10.0,27000.0,21000.0,200.0,300.0,5.0,12.5,10.0,24000.0,30000.0,300.0,300.0,15.0,5.0,100.0,0.0,1.0,1.0,1.0,1.0,1,1
White,40000.0,1,1,2,1,1,2,2,1,2,1,1,4k_AFcoRAY9Lp3cTQnuGDg**,56.0,2.0,18.0,28000.0,36000.0,200.0,200.0,7.5,15.0,75.0,28000.0,28000.0,300.0,400.0,15.0,10.0,50.0,36000.0,36000.0,300.0,300.0,5.0,15.0,50.0,36000.0,28000.0,400.0,400.0,10.0,15.0,75.0,32000.0,32000.0,200.0,200.0,7.5,15.0,10.0,28000.0,32000.0,400.0,400.0,10.0,5.0,10.0,40000.0,36000.0,400.0,200.0,10.0,10.0,10.0,40000.0,36000.0,400.0,200.0,12.5,5.0,75.0,40000.0,36000.0,400.0,400.0,7.5,12.5,75.0,32000.0,32000.0,300.0,200.0,12.5,10.0,50.0,100.0,6.0,6.0,5.0,5.0,1,1
Asian,8500.0,1,2,1,1,2,1,2,2,1,1,2,4k_AFcoRAY8ubV57MpiJ0w**,110.0,2.0,36.0,5950.0,6800.0,400.0,400.0,7.5,7.5,50.0,6800.0,7650.0,300.0,200.0,10.0,7.5,25.0,5950.0,5950.0,300.0,200.0,5.0,10.0,100.0,7650.0,8500.0,300.0,300.0,10.0,10.0,50.0,7650.0,8500.0,300.0,300.0,15.0,12.5,100.0,5950.0,6800.0,300.0,300.0,15.0,10.0,100.0,8500.0,8500.0,200.0,200.0,10.0,10.0,10.0,5950.0,8500.0,300.0,200.0,7.5,12.5,10.0,5950.0,6800.0,200.0,200.0,15.0,15.0,100.0,8500.0,5950.0,300.0,400.0,10.0,15.0,75.0,30.0,3.0,4.0,3.0,3.0,1,1
White,35000.0,1,1,2,1,1,1,2,1,2,1,1,4k_AFcoRAY-24kz2xY01oA**,43.0,1.0,14.0,35000.0,24500.0,400.0,300.0,5.0,7.5,50.0,24500.0,28000.0,400.0,400.0,15.0,7.5,75.0,35000.0,31500.0,300.0,400.0,10.0,12.5,10.0,31500.0,35000.0,300.0,300.0,7.5,10.0,75.0,24500.0,35000.0,300.0,400.0,15.0,15.0,75.0,35000.0,28000.0,200.0,200.0,15.0,10.0,50.0,31500.0,31500.0,300.0,400.0,12.5,12.5,25.0,31500.0,31500.0,200.0,400.0,7.5,5.0,25.0,24500.0,24500.0,400.0,400.0,10.0,7.5,10.0,28000.0,24500.0,300.0,300.0,7.5,10.0,10.0,86.0,5.0,4.0,5.0,4.0,1,1
White,40000.0,1,2,2,2,2,2,2,2,2,2,2,4k_AFcoRAY_CK3nsY0mbOA**,109.0,1.0,36.0,28000.0,32000.0,400.0,400.0,7.5,7.5,50.0,32000.0,36000.0,300.0,200.0,10.0,7.5,25.0,28000.0,28000.0,300.0,200.0,5.0,10.0,100.0,36000.0,40000.0,300.0,300.0,10.0,10.0,50.0,36000.0,40000.0,300.0,300.0,15.0,12.5,100.0,28000.0,32000.0,300.0,300.0,15.0,10.0,100.0,40000.0,40000.0,200.0,200.0,10.0,10.0,10.0,28000.0,40000.0,300.0,200.0,7.5,12.5,10.0,28000.0,32000.0,200.0,200.0,15.0,15.0,100.0,40000.0,28000.0,300.0,400.0,10.0,15.0,75.0,28.0,3.0,2.0,2.0,1.0,1,1
"White,Hispanic or Latino",35000.0,0,2,1,1,1,2,2,2,1,2,2,4k_AFcoRAY8nhRKd1BDuDw**,124.0,1.0,41.0,28000.0,24500.0,200.0,200.0,15.0,12.5,25.0,28000.0,28000.0,400.0,300.0,7.5,10.0,100.0,24500.0,31500.0,300.0,400.0,7.5,12.5,25.0,28000.0,24500.0,300.0,400.0,7.5,10.0,100.0,31500.0,24500.0,400.0,200.0,7.5,7.5,50.0,28000.0,28000.0,300.0,400.0,12.5,7.5,50.0,35000.0,35000.0,400.0,300.0,5.0,10.0,50.0,31500.0,31500.0,200.0,200.0,12.5,7.5,50.0,24500.0,31500.0,400.0,200.0,5.0,5.0,10.0,35000.0,24500.0,200.0,300.0,10.0,15.0,50.0,100.0,3.0,3.0,3.0,3.0,1,1
Asian,30000.0,0,2,2,2,2,2,2,2,2,2,1,4k_AFcoRAY_3zlXz2XV_QA**,75.0,0.0,25.0,27000.0,27000.0,400.0,200.0,15.0,7.5,25.0,27000.0,27000.0,300.0,300.0,5.0,15.0,10.0,27000.0,27000.0,200.0,400.0,7.5,7.5,25.0,27000.0,21000.0,400.0,300.0,10.0,12.5,100.0,24000.0,21000.0,200.0,300.0,15.0,7.5,50.0,27000.0,27000.0,200.0,200.0,12.5,5.0,100.0,27000.0,27000.0,300.0,200.0,10.0,15.0,50.0,21000.0,27000.0,400.0,400.0,12.5,5.0,25.0,24000.0,30000.0,400.0,300.0,12.5,12.5,100.0,21000.0,21000.0,300.0,200.0,5.0,15.0,10.0,34.0,4.0,4.0,4.0,4.0,1,1
White,32000.0,1,2,1,1,2,2,1,1,1,2,1,4k_AFcoRAY9owPYEnvTS8Q**,64.0,1.0,21.0,25600.0,22400.0,300.0,200.0,5.0,7.5,10.0,32000.0,22400.0,200.0,200.0,5.0,5.0,50.0,25600.0,25600.0,200.0,200.0,5.0,10.0,25.0,28800.0,28800.0,300.0,400.0,5.0,5.0,25.0,25600.0,25600.0,200.0,200.0,10.0,12.5,25.0,28800.0,32000.0,400.0,400.0,5.0,10.0,25.0,28800.0,32000.0,300.0,300.0,15.0,15.0,50.0,22400.0,25600.0,300.0,300.0,5.0,15.0,50.0,25600.0,25600.0,400.0,400.0,7.5,10.0,10.0,25600.0,22400.0,400.0,300.0,10.0,12.5,50.0,69.0,4.0,4.0,4.0,4.0,1,1
White,28000.0,1,1,2,2,1,1,1,2,1,2,2,4k_AFcoRAY_1IdfGJndxCw**,74.0,2.0,24.0,19600.0,28000.0,200.0,200.0,10.0,5.0,50.0,19600.0,25200.0,200.0,400.0,10.0,12.5,10.0,25200.0,22400.0,400.0,300.0,12.5,12.5,10.0,22400.0,28000.0,400.0,300.0,5.0,15.0,75.0,25200.0,22400.0,300.0,200.0,10.0,12.5,100.0,22400.0,28000.0,200.0,400.0,10.0,5.0,75.0,28000.0,22400.0,200.0,400.0,7.5,12.5,25.0,28000.0,22400.0,400.0,200.0,5.0,7.5,75.0,28000.0,22400.0,300.0,400.0,10.0,10.0,50.0,25200.0,28000.0,200.0,200.0,10.0,10.0,25.0,100.0,6.0,5.0,5.0,5.0,1,1
White,30000.0,0,2,2,2,2,2,2,2,2,2,2,4k_AFcoRAY_lVMXtblT5Og**,101.0,2.0,33.0,30000.0,27000.0,300.0,200.0,7.5,12.5,10.0,24000.0,30000.0,400.0,200.0,12.5,5.0,10.0,30000.0,27000.0,400.0,400.0,10.0,15.0,25.0,21000.0,30000.0,200.0,400.0,10.0,12.5,100.0,21000.0,21000.0,400.0,400.0,7.5,15.0,25.0,30000.0,24000.0,300.0,200.0,10.0,7.5,75.0,21000.0,21000.0,400.0,200.0,5.0,5.0,100.0,27000.0,27000.0,200.0,300.0,10.0,5.0,50.0,30000.0,30000.0,200.0,300.0,10.0,7.5,100.0,21000.0,30000.0,200.0,400.0,10.0,7.5,25.0,63.0,3.0,3.0,4.0,2.0,1,1
White,20000.0,1,1,1,1,1,1,1,1,1,1,1,4k_AFcoRAY_FnWRlkgiqWQ**,136.0,1.0,45.0,16000.0,18000.0,300.0,200.0,15.0,15.0,10.0,14000.0,14000.0,200.0,300.0,5.0,7.5,50.0,20000.0,14000.0,200.0,400.0,5.0,10.0,10.0,18000.0,14000.0,300.0,200.0,5.0,5.0,25.0,20000.0,16000.0,200.0,400.0,12.5,12.5,50.0,14000.0,18000.0,200.0,300.0,10.0,15.0,100.0,20000.0,14000.0,300.0,200.0,12.5,12.5,75.0,20000.0,14000.0,400.0,300.0,15.0,7.5,75.0,20000.0,16000.0,200.0,200.0,10.0,15.0,10.0,14000.0,18000.0,300.0,300.0,7.5,12.5,25.0,35.0,3.0,3.0,2.0,3.0,1,1
White,35000.0,1,2,2,2,2,2,2,2,2,2,2,4k_AFcoRAY_Kjxh9ZD95WA**,99.0,0.0,33.0,35000.0,31500.0,300.0,200.0,7.5,12.5,10.0,28000.0,35000.0,400.0,200.0,12.5,5.0,10.0,35000.0,31500.0,400.0,400.0,10.0,15.0,25.0,24500.0,35000.0,200.0,400.0,10.0,12.5,100.0,24500.0,24500.0,400.0,400.0,7.5,15.0,25.0,35000.0,28000.0,300.0,200.0,10.0,7.5,75.0,24500.0,24500.0,400.0,200.0,5.0,5.0,100.0,31500.0,31500.0,200.0,300.0,10.0,5.0,50.0,35000.0,35000.0,200.0,300.0,10.0,7.5,100.0,24500.0,35000.0,200.0,400.0,10.0,7.5,25.0,7.0,1.0,1.0,1.0,1.0,1,1
White,35000.0,1,2,2,2,2,2,2,2,2,2,2,4k_AFcoRAY-vixHhlhqXWg**,133.0,1.0,44.0,31500.0,35000.0,300.0,300.0,5.0,10.0,25.0,24500.0,35000.0,400.0,200.0,5.0,15.0,25.0,31500.0,28000.0,300.0,400.0,12.5,15.0,50.0,28000.0,31500.0,200.0,200.0,10.0,7.5,25.0,31500.0,28000.0,400.0,300.0,15.0,5.0,75.0,35000.0,28000.0,300.0,200.0,12.5,7.5,50.0,24500.0,24500.0,200.0,300.0,7.5,15.0,75.0,35000.0,31500.0,300.0,400.0,15.0,15.0,10.0,24500.0,24500.0,300.0,400.0,15.0,5.0,50.0,35000.0,24500.0,300.0,400.0,7.5,10.0,25.0,25.0,2.0,3.0,2.0,2.0,1,1
White,65000.0,1,2,2,2,2,2,2,2,2,2,2,4k_AFcoRAY-tUKpB2WnKYg**,94.0,1.0,31.0,58500.0,65000.0,200.0,200.0,5.0,5.0,50.0,52000.0,52000.0,400.0,300.0,10.0,5.0,50.0,65000.0,52000.0,300.0,300.0,7.5,12.5,25.0,58500.0,58500.0,200.0,300.0,12.5,5.0,50.0,52000.0,52000.0,200.0,400.0,15.0,15.0,10.0,45500.0,58500.0,300.0,400.0,12.5,12.5,100.0,65000.0,58500.0,300.0,300.0,10.0,15.0,100.0,65000.0,45500.0,300.0,200.0,5.0,10.0,10.0,58500.0,45500.0,200.0,300.0,5.0,12.5,10.0,52000.0,65000.0,300.0,300.0,15.0,5.0,100.0,35.0,4.0,3.0,4.0,2.0,1,1
White,40000.0,1,2,1,2,2,2,2,2,2,2,2,4k_AFcoRAY_ylA6HqP8Xaw**,91.0,1.0,30.0,28000.0,32000.0,200.0,200.0,10.0,12.5,25.0,32000.0,40000.0,300.0,300.0,15.0,15.0,100.0,32000.0,32000.0,300.0,300.0,15.0,12.5,75.0,40000.0,36000.0,200.0,200.0,7.5,7.5,75.0,32000.0,32000.0,200.0,200.0,12.5,12.5,50.0,40000.0,28000.0,300.0,400.0,10.0,7.5,100.0,32000.0,28000.0,200.0,300.0,10.0,7.5,10.0,32000.0,40000.0,200.0,400.0,12.5,5.0,25.0,28000.0,32000.0,400.0,400.0,10.0,15.0,10.0,36000.0,28000.0,300.0,200.0,5.0,7.5,10.0,71.0,5.0,5.0,5.0,5.0,1,1
Black or African American,40000.0,1,1,1,1,1,1,1,1,1,1,1,4k_AFcoRAY_8NNRnXQ2Wpw**,140.0,2.0,46.0,40000.0,32000.0,200.0,300.0,10.0,7.5,25.0,40000.0,32000.0,300.0,200.0,5.0,15.0,100.0,36000.0,28000.0,300.0,400.0,12.5,5.0,75.0,36000.0,36000.0,400.0,400.0,15.0,12.5,50.0,28000.0,40000.0,300.0,200.0,10.0,10.0,75.0,28000.0,36000.0,300.0,400.0,5.0,7.5,50.0,32000.0,40000.0,200.0,300.0,15.0,5.0,100.0,28000.0,28000.0,300.0,400.0,5.0,12.5,100.0,36000.0,32000.0,200.0,400.0,7.5,7.5,50.0,40000.0,28000.0,200.0,300.0,15.0,5.0,75.0,54.0,5.0,5.0,5.0,4.0,1,1
White,35000.0,1,2,2,1,1,2,2,1,1,1,2,4k_AFcoRAY8ICLHOziofjg**,61.0,1.0,20.0,31500.0,35000.0,400.0,400.0,10.0,10.0,10.0,31500.0,24500.0,300.0,400.0,10.0,10.0,10.0,24500.0,28000.0,300.0,200.0,7.5,10.0,10.0,35000.0,35000.0,400.0,400.0,5.0,15.0,10.0,35000.0,35000.0,400.0,200.0,7.5,5.0,50.0,24500.0,28000.0,400.0,400.0,7.5,5.0,25.0,31500.0,35000.0,300.0,200.0,12.5,12.5,100.0,24500.0,35000.0,200.0,200.0,5.0,15.0,100.0,24500.0,31500.0,300.0,400.0,7.5,15.0,50.0,35000.0,24500.0,200.0,400.0,15.0,5.0,10.0,35.0,3.0,4.0,4.0,4.0,1,1
White,20000.0,1,1,1,1,1,1,1,1,2,1,1,4k_AFcoRAY-1WF-u62u5VQ**,135.0,0.0,45.0,16000.0,18000.0,300.0,200.0,15.0,15.0,10.0,14000.0,14000.0,200.0,300.0,5.0,7.5,50.0,20000.0,14000.0,200.0,400.0,5.0,10.0,10.0,18000.0,14000.0,300.0,200.0,5.0,5.0,25.0,20000.0,16000.0,200.0,400.0,12.5,12.5,50.0,14000.0,18000.0,200.0,300.0,10.0,15.0,100.0,20000.0,14000.0,300.0,200.0,12.5,12.5,75.0,20000.0,14000.0,400.0,300.0,15.0,7.5,75.0,20000.0,16000.0,200.0,200.0,10.0,15.0,10.0,14000.0,18000.0,300.0,300.0,7.5,12.5,25.0,0.0,1.0,2.0,4.0,4.0,1,1
White,25000.0,1,2,2,2,2,2,2,2,2,2,2,4k_AFcoRAY9cjLaD2BLR-w**,106.0,1.0,35.0,17500.0,20000.0,300.0,300.0,5.0,10.0,100.0,17500.0,22500.0,300.0,200.0,12.5,5.0,100.0,20000.0,20000.0,400.0,300.0,10.0,7.5,25.0,25000.0,20000.0,400.0,200.0,10.0,12.5,10.0,17500.0,20000.0,300.0,300.0,10.0,5.0,25.0,25000.0,22500.0,300.0,300.0,15.0,7.5,50.0,17500.0,17500.0,200.0,200.0,12.5,7.5,75.0,17500.0,25000.0,200.0,200.0,15.0,12.5,10.0,17500.0,25000.0,200.0,400.0,15.0,12.5,50.0,22500.0,22500.0,300.0,300.0,10.0,7.5,10.0,83.0,3.0,3.0,3.0,2.0,1,1
White,15000.0,1,2,2,2,2,2,2,2,2,2,2,4k_AFcoRAY8qr2v5MV71qQ**,95.0,2.0,31.0,13500.0,15000.0,200.0,200.0,5.0,5.0,50.0,12000.0,12000.0,400.0,300.0,10.0,5.0,50.0,15000.0,12000.0,300.0,300.0,7.5,12.5,25.0,13500.0,13500.0,200.0,300.0,12.5,5.0,50.0,12000.0,12000.0,200.0,400.0,15.0,15.0,10.0,10500.0,13500.0,300.0,400.0,12.5,12.5,100.0,15000.0,13500.0,300.0,300.0,10.0,15.0,100.0,15000.0,10500.0,300.0,200.0,5.0,10.0,10.0,13500.0,10500.0,200.0,300.0,5.0,12.5,10.0,12000.0,15000.0,300.0,300.0,15.0,5.0,100.0,79.0,4.0,3.0,3.0,3.0,1,1
"White,Black or African American",15000.0,1,2,2,2,2,2,2,2,2,2,2,4k_AFcoRAY9hewivk8saKQ**,103.0,1.0,34.0,12000.0,15000.0,300.0,400.0,7.5,15.0,100.0,12000.0,13500.0,300.0,200.0,5.0,10.0,25.0,12000.0,15000.0,400.0,300.0,10.0,5.0,50.0,13500.0,15000.0,300.0,200.0,12.5,10.0,10.0,12000.0,13500.0,200.0,300.0,10.0,7.5,10.0,12000.0,10500.0,200.0,300.0,15.0,5.0,10.0,12000.0,10500.0,400.0,200.0,7.5,12.5,75.0,10500.0,12000.0,300.0,200.0,12.5,10.0,25.0,10500.0,12000.0,200.0,200.0,10.0,10.0,75.0,12000.0,13500.0,300.0,300.0,5.0,15.0,25.0,65.0,4.0,4.0,4.0,4.0,1,1
White,39000.0,0,2,2,2,2,2,2,2,2,2,2,4k_AFcoRAY8vzcnmzvHktQ**,97.0,1.0,32.0,27300.0,39000.0,200.0,300.0,15.0,12.5,75.0,39000.0,39000.0,200.0,200.0,15.0,7.5,10.0,39000.0,35100.0,200.0,400.0,7.5,12.5,50.0,31200.0,35100.0,300.0,400.0,15.0,5.0,100.0,35100.0,39000.0,200.0,200.0,15.0,7.5,100.0,31200.0,27300.0,200.0,200.0,12.5,10.0,25.0,39000.0,27300.0,400.0,400.0,10.0,12.5,10.0,35100.0,35100.0,200.0,200.0,12.5,10.0,75.0,27300.0,31200.0,300.0,300.0,15.0,7.5,25.0,39000.0,39000.0,200.0,200.0,15.0,15.0,25.0,57.0,3.0,3.0,3.0,3.0,1,1
White,15000.0,1,2,2,2,2,2,2,2,2,2,2,4k_AFcoRAY-iAssXMZ7dvg**,113.0,2.0,37.0,10500.0,15000.0,200.0,300.0,15.0,5.0,50.0,15000.0,13500.0,200.0,200.0,5.0,12.5,10.0,10500.0,15000.0,300.0,200.0,5.0,7.5,25.0,13500.0,13500.0,200.0,300.0,5.0,12.5,25.0,13500.0,15000.0,300.0,200.0,5.0,15.0,75.0,12000.0,13500.0,300.0,400.0,12.5,5.0,75.0,15000.0,13500.0,300.0,300.0,15.0,10.0,25.0,15000.0,15000.0,400.0,200.0,15.0,12.5,100.0,12000.0,12000.0,200.0,300.0,15.0,5.0,75.0,13500.0,10500.0,200.0,400.0,15.0,10.0,100.0,68.0,5.0,5.0,4.0,5.0,1,1
White,15000.0,0,2,2,2,2,2,2,2,2,2,2,4k_AFcoRAY_0WsqhsM7tZA**,122.0,2.0,40.0,13500.0,13500.0,300.0,400.0,5.0,15.0,50.0,10500.0,12000.0,200.0,300.0,7.5,5.0,10.0,10500.0,13500.0,300.0,200.0,15.0,10.0,10.0,10500.0,12000.0,300.0,300.0,5.0,5.0,100.0,13500.0,10500.0,300.0,200.0,12.5,7.5,75.0,12000.0,10500.0,400.0,200.0,5.0,15.0,75.0,15000.0,13500.0,300.0,200.0,15.0,5.0,10.0,10500.0,13500.0,400.0,400.0,12.5,7.5,75.0,10500.0,13500.0,300.0,300.0,15.0,7.5,10.0,13500.0,12000.0,300.0,400.0,7.5,15.0,75.0,100.0,6.0,5.0,5.0,4.0,1,1
White,40000.0,1,2,2,2,2,2,2,2,2,2,2,4k_AFcoRAY-3kF83R6VHmA**,73.0,1.0,24.0,28000.0,40000.0,200.0,200.0,10.0,5.0,50.0,28000.0,36000.0,200.0,400.0,10.0,12.5,10.0,36000.0,32000.0,400.0,300.0,12.5,12.5,10.0,32000.0,40000.0,400.0,300.0,5.0,15.0,75.0,36000.0,32000.0,300.0,200.0,10.0,12.5,100.0,32000.0,40000.0,200.0,400.0,10.0,5.0,75.0,40000.0,32000.0,200.0,400.0,7.5,12.5,25.0,40000.0,32000.0,400.0,200.0,5.0,7.5,75.0,40000.0,32000.0,300.0,400.0,10.0,10.0,50.0,36000.0,40000.0,200.0,200.0,10.0,10.0,25.0,70.0,3.0,3.0,3.0,3.0,1,1
White,15000.0,1,2,2,2,2,2,2,2,2,2,2,4k_AFcoRAY8NAahN9frJ7g**,107.0,2.0,35.0,10500.0,12000.0,300.0,300.0,5.0,10.0,100.0,10500.0,13500.0,300.0,200.0,12.5,5.0,100.0,12000.0,12000.0,400.0,300.0,10.0,7.5,25.0,15000.0,12000.0,400.0,200.0,10.0,12.5,10.0,10500.0,12000.0,300.0,300.0,10.0,5.0,25.0,15000.0,13500.0,300.0,300.0,15.0,7.5,50.0,10500.0,10500.0,200.0,200.0,12.5,7.5,75.0,10500.0,15000.0,200.0,200.0,15.0,12.5,10.0,10500.0,15000.0,200.0,400.0,15.0,12.5,50.0,13500.0,13500.0,300.0,300.0,10.0,7.5,10.0,64.0,4.0,4.0,4.0,4.0,1,1
White,20000.0,1,2,2,2,2,2,2,2,2,2,2,4k_AFcoRAY85VBsc7WgxfQ**,78.0,0.0,26.0,14000.0,20000.0,200.0,300.0,7.5,7.5,50.0,16000.0,20000.0,300.0,300.0,7.5,15.0,10.0,20000.0,18000.0,300.0,200.0,15.0,10.0,10.0,20000.0,20000.0,200.0,200.0,7.5,7.5,25.0,16000.0,14000.0,300.0,300.0,7.5,10.0,100.0,20000.0,14000.0,200.0,200.0,7.5,10.0,75.0,14000.0,14000.0,200.0,400.0,10.0,15.0,75.0,14000.0,14000.0,300.0,200.0,15.0,10.0,25.0,16000.0,16000.0,200.0,200.0,10.0,5.0,25.0,14000.0,20000.0,200.0,200.0,12.5,7.5,100.0,49.0,4.0,4.0,4.0,3.0,1,1
White,30000.0,0,2,2,2,2,2,2,2,2,2,1,4k_AFcoRAY-OMHrWxsx0eA**,108.0,0.0,36.0,21000.0,24000.0,400.0,400.0,7.5,7.5,50.0,24000.0,27000.0,300.0,200.0,10.0,7.5,25.0,21000.0,21000.0,300.0,200.0,5.0,10.0,100.0,27000.0,30000.0,300.0,300.0,10.0,10.0,50.0,27000.0,30000.0,300.0,300.0,15.0,12.5,100.0,21000.0,24000.0,300.0,300.0,15.0,10.0,100.0,30000.0,30000.0,200.0,200.0,10.0,10.0,10.0,21000.0,30000.0,300.0,200.0,7.5,12.5,10.0,21000.0,24000.0,200.0,200.0,15.0,15.0,100.0,30000.0,21000.0,300.0,400.0,10.0,15.0,75.0,40.0,3.0,2.0,3.0,2.0,1,1
White,30000.0,1,1,1,1,1,1,2,1,2,2,2,4k_AFcoRAY9_QQzu-CuORA**,134.0,2.0,44.0,27000.0,30000.0,300.0,300.0,5.0,10.0,25.0,21000.0,30000.0,400.0,200.0,5.0,15.0,25.0,27000.0,24000.0,300.0,400.0,12.5,15.0,50.0,24000.0,27000.0,200.0,200.0,10.0,7.5,25.0,27000.0,24000.0,400.0,300.0,15.0,5.0,75.0,30000.0,24000.0,300.0,200.0,12.5,7.5,50.0,21000.0,21000.0,200.0,300.0,7.5,15.0,75.0,30000.0,27000.0,300.0,400.0,15.0,15.0,10.0,21000.0,21000.0,300.0,400.0,15.0,5.0,50.0,30000.0,21000.0,300.0,400.0,7.5,10.0,25.0,100.0,6.0,6.0,6.0,6.0,1,1
White,65000.0,1,2,2,1,1,1,2,1,1,1,1,4k_AFcoRAY-giNWntKmvQQ**,152.0,2.0,50.0,65000.0,65000.0,300.0,400.0,15.0,5.0,75.0,58500.0,65000.0,200.0,200.0,15.0,7.5,10.0,45500.0,52000.0,300.0,300.0,12.5,12.5,25.0,58500.0,58500.0,300.0,200.0,10.0,10.0,100.0,45500.0,58500.0,400.0,200.0,10.0,5.0,100.0,58500.0,52000.0,300.0,400.0,15.0,15.0,10.0,58500.0,65000.0,400.0,300.0,7.5,12.5,75.0,45500.0,65000.0,300.0,200.0,12.5,5.0,50.0,45500.0,65000.0,200.0,200.0,5.0,7.5,50.0,45500.0,65000.0,200.0,200.0,10.0,10.0,50.0,85.0,6.0,5.0,5.0,4.0,1,1
